"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"3594","USP38",2.51425864121981e-30,-0.543693762269259,0.141,0.208,6.09959146359925e-26
"3595","PYGB",2.57807706685922e-30,-0.459949091010046,0.31,0.372,6.25441496420047e-26
"3596","RUVBL1",2.65179838620995e-30,-0.406393268914733,0.326,0.397,6.43326288494533e-26
"3597","TJP1",2.70981509805824e-30,-0.342083757953413,0.397,0.478,6.57401142788928e-26
"3598","TWSG1",2.73258650583184e-30,-0.562510332735848,0.157,0.227,6.62925486314805e-26
"3599","AFDN",2.73450774963141e-30,-0.350119133411391,0.39,0.473,6.63391580060581e-26
"3600","SLC25A29",2.73569086228496e-30,-0.486847663570698,0.157,0.225,6.63678603190331e-26
"3601","UBE2V2",2.84984161039121e-30,-0.318654854154107,0.407,0.494,6.91371574680908e-26
"3602","ECT2",2.90199907571897e-30,-0.632527423619291,0.176,0.241,7.04024975769423e-26
"3603","KIF9",2.96241777547606e-30,-0.542334596709439,0.179,0.248,7.18682552330491e-26
"3604","UBAP2",3.00301317565465e-30,-0.503399086967767,0.196,0.269,7.28530996413817e-26
"3605","CENPS",3.0479304834878e-30,-0.525502560876438,0.165,0.235,7.39427935294139e-26
"3606","NTMT1",3.05242578134258e-30,-0.441400504778428,0.284,0.36,7.40518494553709e-26
"3607","UNC45A",3.10958098976616e-30,-0.499279760549413,0.177,0.25,7.5438434811727e-26
"3608","MSH6",3.13145365379327e-30,-0.458026054948611,0.301,0.376,7.59690656410247e-26
"3609","SCAMP2",3.17303122587045e-30,-0.232418327132633,0.272,0.346,7.69777375396172e-26
"3610","BLOC1S4",3.22378027441006e-30,-0.302266024627177,0.288,0.369,7.82089094571881e-26
"3611","PMEPA1",3.26485456024079e-30,-0.522747294389412,0.186,0.259,7.92053716314416e-26
"3612","SAYSD1",3.26991854749474e-30,-0.38074276826232,0.21,0.283,7.93282239622225e-26
"3613","EHMT2",3.29405130705423e-30,-0.412819381703318,0.207,0.282,7.99136847091355e-26
"3614","CDC27",3.34312665619735e-30,-0.463275826178934,0.242,0.318,8.11042526793477e-26
