"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2414","RALA",2.30536509524814e-21,-0.233773799580568,0.578,0.655,5.48008336791435e-17
"2415","CPSF6",2.31108511476301e-21,-0.280910203272503,0.373,0.449,5.49368042630314e-17
"2416","GTF2F1",2.31267310338484e-21,-0.226514393081971,0.402,0.478,5.4974552340561e-17
"2417","AP1M1",2.31448162715489e-21,-0.607156591200139,0.11,0.166,5.50175427590988e-17
"2418","EGLN1",2.37029407282297e-21,-0.337947248384765,0.299,0.367,5.63442604050749e-17
"2419","LPCAT4",2.40362275393688e-21,-0.759171248176226,0.06,0.104,5.71365164838336e-17
"2420","WBP4",2.40984600514485e-21,-0.296381109515842,0.354,0.432,5.72844493882983e-17
"2421","DUS1L",2.42916470431919e-21,-0.236843347022049,0.362,0.431,5.77436741863714e-17
"2422","ARIH2",2.45755849058367e-21,-0.283856595209211,0.375,0.451,5.84186228796644e-17
"2423","QPCT",2.46848770724487e-21,-0.554704246052038,0.116,0.168,5.86784212889177e-17
"2424","HINT2",2.5045047084906e-21,-0.172208474475896,0.443,0.517,5.95345814255301e-17
"2425","MIA3",2.52371680185913e-21,-0.11830019720377,0.621,0.692,5.99912720969935e-17
"2426","MPHOSPH8",2.61140698300537e-21,-0.185650531366362,0.703,0.775,6.20757553930206e-17
"2427","JOSD2",2.61812824128397e-21,-0.162279446432233,0.415,0.486,6.22355264235613e-17
"2428","ATMIN",2.73839189959367e-21,-0.291765985668163,0.318,0.389,6.50943138452412e-17
"2429","LARP1",2.75398290072368e-21,-0.227071180030962,0.484,0.559,6.54649275331026e-17
"2430","FTX",2.80577622192467e-21,-0.277116146259423,0.539,0.617,6.66961065713714e-17
"2431","SMC2",2.85147005079881e-21,-0.485928984396453,0.228,0.282,6.77822945775384e-17
"2432","SEL1L",2.8682378038701e-21,-0.14908492697465,0.416,0.486,6.81808808357961e-17
"2433","RAB7A",2.86937540844964e-21,-0.164453479839561,0.642,0.715,6.82079228342564e-17
"2434","HNRNPD",2.93139853907084e-21,-0.189527428528409,0.853,0.89,6.9682274672253e-17
"2435","DCTN6",2.95754604445708e-21,-0.284623278647594,0.343,0.419,7.03038270227892e-17
"2436","VPS41",3.01815988433481e-21,-0.177374087117251,0.36,0.428,7.17446786105228e-17
"2437","RALY",3.04804092741328e-21,-0.269401740711586,0.395,0.473,7.2454980885541e-17
"2438","PLEKHA1",3.1078266717247e-21,-0.30287891856701,0.306,0.378,7.38761478135679e-17
