"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"264",2.9395253173446e-07,0.762871084299421,0.554,0.338,0.00377846584291476,4,"SLC25A6"
"265",4.51354267286215e-07,0.309898918672044,1,0.986,0.00580170775169701,4,"RPS23"
"266",7.10019889475725e-07,0.758161174393125,0.524,0.319,0.00912659565932097,4,"NME2"
"267",7.61901826790327e-07,0.345514266675365,0.988,0.974,0.00979348608156287,4,"RPL15"
"268",7.83973785868621e-07,0.324254718994666,1,0.989,0.0100771990435553,4,"RPS18"
"269",8.33126452980001e-07,1.12003230747237,0.349,0.165,0.0107090074266049,4,"ZFAND6"
"270",1.68599991166694e-06,0.459634825309951,0.88,0.752,0.0216718428645668,4,"RPS17"
"271",1.83543288467279e-06,0.802008667040923,0.325,0.156,0.023592654299584,4,"PLCG2"
"272",3.28894926092799e-06,0.886161016077087,0.434,0.24,0.0422761537999684,4,"MTPN"
"273",5.51641497206017e-06,0.633790066867549,0.627,0.439,0.0709079980508614,4,"ZFAS1"
"274",7.6778337765758e-06,0.322832037844438,1,0.992,0.0986908753641054,4,"RPS2"
"275",9.41515167463998e-06,0.810223854477932,0.47,0.283,0.121022359625822,4,"IFI16"
"276",9.99792572866057e-06,0.556705522727856,0.747,0.566,0.128513337316203,4,"GAS5"
"277",1.23580727495248e-05,0.995745448739383,0.331,0.167,0.158850667122391,4,"RPL22L1"
"278",2.07194146990203e-05,0.732724137423344,0.536,0.342,0.266327356541206,4,"KLF2"
"279",4.06279535445655e-05,0.395869316727403,0.976,0.926,0.522231714861845,4,"MT-CYB"
"280",4.21232083897913e-05,0.724656998683036,0.373,0.217,0.541451720642378,4,"CLIC1"
"281",5.03832599348094e-05,0.950513527359192,0.325,0.176,0.64762642320204,4,"LSM7"
"282",5.72667711568724e-05,1.08505924138503,0.277,0.146,0.736107076450438,4,"CD53"
"283",7.21228207127043e-05,0.357874018992361,0.861,0.73,0.927066737441101,4,"MT-ND3"
"284",7.23804770535679e-05,0.767701320019478,0.367,0.209,0.930378652046562,4,"MYCBP2"
"285",8.2769433050793e-05,0.999376965784185,0.301,0.159,1,4,"ATP2B1"
"286",9.16038638796608e-05,0.80396486400625,0.259,0.134,1,4,"PRDM2"
"287",0.000122647140944152,0.711986541633417,0.325,0.186,1,4,"PARP1"
"288",0.000145168695569359,0.83553494300712,0.313,0.169,1,4,"PDE4B"
"289",0.000160245877670219,0.568809490747893,0.572,0.467,1,4,"YBX1"
"290",0.00016367785713085,0.69949559745022,0.44,0.274,1,4,"PSMB9"
"291",0.000183289397704697,0.448611355110454,0.361,0.218,1,4,"SAT1"
"292",0.000207185306029419,0.415730811319277,0.711,0.57,1,4,"GAPDH"
"293",0.000217971453494526,0.765618552356767,0.289,0.159,1,4,"SP110"
